,TeamID,Season,Rating_Mean,Rating_Median,Rating_Std,Rating_Min,Rating_Max,Rating_Last,Rating_Trend
0,3101,2014,1064.2163039211432,1058.0683207284574,78.77334032337727,905.6591861680091,1236.2709112383263,1104.1757233267726,-2.6561429400534915
1,3101,2015,1050.9038653765228,1030.068055039705,120.23331546478629,853.034672286138,1261.830025800497,966.9979159286049,-6.947573643251809
2,3101,2016,1618.3585725329756,1735.6481534253755,277.22896793108185,960.2507573094035,1874.4497724524385,1827.1670478123986,30.565757663442437
3,3101,2017,1693.1982017804655,1705.437902630123,128.74287355660888,1444.889599413065,1889.9635495417697,1842.9038999061106,2.8562725852683926
4,3101,2018,1477.246955475919,1599.1423543125986,303.6432977551927,878.2736535953277,1921.2404027780217,936.9757913723334,-36.14543775803684
5,3101,2019,1244.1610948611833,1216.7013921282835,129.56194966185234,1078.565966910015,1599.733249416562,1599.733249416562,12.22353934235146
6,3101,2020,1808.0183955165674,1845.3839156536835,111.37122386367355,1629.140542884367,2008.9716345418124,1877.379913523311,-4.852226823379653
7,3101,2021,1616.9447254550948,1648.0229555329688,249.98234895397212,1214.475659647982,1914.640394329185,1214.475659647982,-42.36211978533891
8,3101,2022,1251.4239094447717,1236.258303933443,131.67454393301625,963.8123072722558,1447.8824252304187,963.8123072722558,-11.781110847360008
9,3101,2023,1066.0869789429041,1077.480757813046,99.58938280151428,826.2562658648801,1268.6632957072657,1159.0171887477575,7.7687026811384055
10,3101,2024,1130.5942017733787,1128.8328846943143,92.60173378852836,925.6142910639796,1320.8748152649157,1049.1762776816663,-3.556998827506454
11,3101,2025,1313.5639762466335,1346.0077229881222,164.03635813918797,1041.6747675436295,1568.050858569145,1348.6679377227547,25.416981811011706
12,3102,1998,879.1517943620889,874.3957239742158,314.7893893989257,399.7606677242497,1335.0892135089991,399.7606677242497,-43.316197355481606
13,3102,1999,344.0330315301095,363.556350212487,130.99225431495648,95.02962209729364,544.1014629622686,95.02962209729364,-15.362651060697988
14,3102,2000,122.04226725605474,140.46840427046897,56.844354169759335,32.684614149635955,208.99649176872214,32.684614149635955,-3.686949486739303
15,3102,2001,72.09173966801939,64.8200207576561,64.10055699462097,1.0,208.9852685156422,1.0,-4.486778604945215
16,3102,2002,118.40910750448073,123.07258802756644,85.02024911445943,1.0,239.59344047608988,100.6201430311414,6.573106503441088
17,3102,2003,374.14019866399633,370.0419786046082,65.75360764724098,221.67774849192153,511.6449524148509,335.4445831263158,2.2635920451798603
