TeamID,ELO,Season
1228,1825.9521435038441,1985
1328,1861.4471881415457,1985
1417,1637.0618741098474,1985
1225,1299.4829770587717,1985
1412,1683.6112558085704,1985
1397,1567.367650282463,1985
1374,1679.6318899838311,1985
1411,1475.568450352114,1985
1307,1547.0948138989258,1985
1288,1096.8102828333983,1985
1305,1653.9035366441758,1985
1424,1781.7530502782704,1985
1260,1782.4773426261224,1985
1133,1591.8515795979124,1985
1344,1357.3673385310271,1985
1438,1558.620568958954,1985
1226,1400.1120037160017,1985
1218,1401.4168491500689,1985
1337,1668.5817228621293,1985
1192,1576.2249138985023,1985
1447,1285.607844173157,1985
1165,1523.14032379628,1985
1432,1544.1822230072078,1985
1112,1726.6626639793947,1985
1223,1589.770471446236,1985
1106,1403.3441276056094,1985
1354,1422.954284410124,1985
1242,1696.6153963045774,1985
1268,1669.3958003030261,1985
1375,1557.7750817506865,1985
1126,1157.8336835704156,1985
1301,1720.6657136473013,1985
1144,1151.4900279897333,1985
1325,1673.8317091150902,1985
1384,1335.5969321141993,1985
1326,1697.5324516658939,1985
1248,1492.6372026307133,1985
1287,1232.6656590840444,1985
1339,1371.5531748994454,1985
1334,1259.282462746321,1985
1365,1673.8604843095868,1985
1443,1549.5094279144514,1985
1121,1201.0415477511574,1985
1423,1343.8687609535066,1985
1347,1474.7806765608445,1985
1429,1456.409528372075,1985
1428,1483.8786634355924,1985
1437,1687.382518029694,1985
1436,1199.6450860621544,1985
1172,1404.256170660063,1985
1439,1707.1962734966592,1985
1330,1649.6409036064997,1985
1286,1454.8296054626196,1985
1186,1357.305376274882,1985
1455,1684.069512770809,1985
1249,1707.6079731859113,1985
1403,1744.4458867990445,1985
1152,1572.29183808234,1985
1278,1492.3029319407426,1985
1453,1236.9473487506646,1985
1210,1797.310120859022,1985
1149,1394.0256666075038,1985
1257,1520.1457772789315,1985
1231,1602.808910577634,1985
1116,1687.2877882210712,1985
1368,1562.31376626654,1985
1120,1631.1505297642748,1985
1391,1361.3378593160585,1985
1135,1366.037618238747,1985
1306,1266.0460801062886,1985
1143,1422.3150482347992,1985
1388,1506.4688082292535,1985
1153,1491.8615265878705,1985
1184,1456.0143599562202,1985
1159,1170.1560301897357,1985
1171,1197.755514479748,1985
1216,1255.4646149385758,1985
1277,1716.6716735757564,1985
1145,1638.151083681317,1985
1173,1644.1358085361064,1985
1134,1441.007901898964,1985
1193,1354.5654014853903,1985
1265,1583.8751036671852,1985
1196,1618.2036853784691,1985
1416,1294.7773612285646,1985
1206,1627.932475447962,1985
1137,1565.9185252859024,1985
1211,1443.2190499906064,1985
1102,1336.9989956466738,1985
1234,1733.1241703984479,1985
1114,1562.2562250989677,1985
1332,1494.9499025168848,1985
1243,1486.8344111488952,1985
1317,1206.4561927389755,1985
1177,1731.0694747892805,1985
1296,1375.2395789767368,1985
1458,1486.9588102568282,1985
1323,1727.1044301006123,1985
1264,1402.0993209322105,1985
1241,1456.6512681135148,1985
1440,1374.3876542524954,1985
1314,1793.5279407784897,1985
1200,1620.1259280832594,1985
1448,1633.531302562337,1985
1464,1595.3957815848119,1985
1258,1376.4576018266573,1985
1399,1573.405225659045,1985
1155,1582.7924033163165,1985
1398,1320.9043301127708,1985
1396,1737.496338010276,1985
1180,1329.874579738476,1985
1202,1271.9776600951259,1985
1378,1600.9348529142212,1985
1290,1541.037060955433,1985
1338,1636.3849204213454,1985
1376,1451.2253581291648,1985
1364,1425.3528274916487,1985
1104,1789.4824481796497,1985
1160,1394.3540502367462,1985
1414,1419.0512733472958,1985
1181,1792.6128331727614,1985
1387,1460.424263459915,1985
1183,1613.1678126044371,1985
1247,1504.3131154608443,1985
1284,1376.1749512802758,1985
1402,1198.390821704004,1985
1276,1865.8487917246657,1985
1178,1537.8460601389174,1985
1451,1630.7547404275015,1985
1253,1199.13558870475,1985
1444,1362.66354609315,1985
1434,1224.9988989437993,1985
1409,1745.492470178385,1985
1331,1595.495785575194,1985
1379,1370.0893738373097,1985
1270,1592.5284766198233,1985
1373,1601.4592156166802,1985
1348,1278.0057663277714,1985
1363,1608.3156583727139,1985
1308,1289.2647761901944,1985
1431,1678.938949467904,1985
1124,1390.6920635654922,1985
1341,1253.507216044948,1985
1246,1627.3527032727725,1985
1405,1534.1923375461058,1985
1233,1704.7105480557573,1985
1220,1430.8543396086623,1985
1151,1609.0143458658904,1985
1204,1660.0855256363798,1985
1254,1461.9135373803656,1985
1130,1687.8933586280625,1985
1280,1503.9443253597403,1985
1238,1355.6968550137146,1985
1360,1458.1585759964746,1985
1318,1719.3720491014599,1985
1419,1544.1163558074552,1985
1418,1623.9185503438625,1985
1393,1735.9798493990602,1985
1163,1538.2890240785557,1985
1229,1644.4144074182384,1985
1227,1340.369737666531,1985
1272,1824.6924097012438,1985
1117,1426.7781354364733,1985
1261,1682.8139794068795,1985
1259,1436.8611952754407,1985
1406,1243.2470708591059,1985
1273,1677.9814197328365,1985
1456,1524.0308606337326,1985
1154,1531.7097137738742,1985
1139,1539.1648269180776,1985
1442,1408.0013006697695,1985
1433,1846.9642236613147,1985
1187,1251.5056491569687,1985
1400,1480.0229092528818,1985
1322,1165.1866436299197,1985
1361,1720.5706188758095,1985
1359,1547.0713150024292,1985
1267,1664.371351836576,1985
1353,1528.6577324783377,1985
1351,1382.9874976428355,1985
