Season,T1_TeamID,T2_TeamID,Pred
2023,1338,1280,0.5002570783813046
2023,1394,1369,0.6041615668519743
2023,1113,1305,0.48948266669231205
2023,1192,1411,0.576533483895421
2023,1104,1394,0.9633679922985712
2023,1116,1228,0.5478900338010245
2023,1120,1234,0.5214542932657146
2023,1181,1331,0.6511885781496022
2023,1202,1438,0.2240228451675411
2023,1222,1297,0.9702408783425499
2023,1242,1224,0.9658310716831703
2023,1268,1452,0.5567753374718477
2023,1281,1429,0.6204966668699164
2023,1321,1129,0.5831722819464207
2023,1336,1401,0.404246233006264
2023,1343,1112,0.11871583451170004
2023,1361,1158,0.6376063057915405
2023,1397,1418,0.7986125331355654
2023,1400,1159,0.8716272340156239
2023,1417,1421,0.9507237097517502
2023,1124,1364,0.8049867045753508
2023,1163,1233,0.7605904049624871
2023,1166,1301,0.5972586643556975
2023,1192,1345,0.028227010941934902
2023,1194,1272,0.49872069433146243
2023,1211,1213,0.9456486460358442
2023,1231,1245,0.6821473842959663
2023,1243,1286,0.8402082773637521
2023,1246,1344,0.6449199873395476
2023,1266,1436,0.8979790964881454
2023,1274,1179,0.7139439969323416
2023,1277,1425,0.5429557094667993
2023,1338,1235,0.3769288543786356
2023,1388,1433,0.6858777639649047
2023,1395,1113,0.6584728256656623
2023,1462,1244,0.8091955276362545
2023,1104,1268,0.7061486950491052
2023,1116,1242,0.3378896029247333
2023,1222,1120,0.8533748114517454
2023,1343,1281,0.24457232101785106
2023,1361,1202,0.7620790169259917
2023,1397,1181,0.5911633795287373
2023,1400,1336,0.7362963649549285
2023,1417,1321,0.7238009263305255
2023,1163,1388,0.5627723838177595
2023,1166,1124,0.41872684020482326
2023,1194,1192,0.9226383371828945
2023,1211,1395,0.7207952678873385
2023,1243,1246,0.5021938336765271
2023,1274,1231,0.5413267571058182
2023,1277,1266,0.3258972096992136
2023,1462,1338,0.6318042928456804
2023,1163,1116,0.6613956245889203
2023,1194,1397,0.36397034748257057
2023,1211,1417,0.42636873739984377
2023,1243,1277,0.5949574257567035
2023,1166,1343,0.7608545834446531
2023,1274,1222,0.282945473006833
2023,1361,1104,0.4305592063031409
2023,1400,1462,0.6283310455891852
2023,1163,1211,0.4767767897549679
2023,1194,1243,0.45284154309318164
2023,1274,1400,0.4320633023957183
2023,1361,1166,0.5727531953366262
2023,1163,1274,0.5800714348474213
2023,1361,1194,0.6058491642420869
2023,1163,1361,0.6007130251559424
2023,3280,3228,0.4914637472465771
2023,3357,3380,0.5298585238099282
2023,3385,3345,0.5350386762631195
2023,3399,3284,0.5254023614417008
2023,3112,3452,0.7342640928952072
2023,3208,3199,0.3893761174645287
2023,3234,3368,0.9693967315197284
2023,3261,3218,0.951222826760619
2023,3268,3221,0.9749579323763613
2023,3276,3424,0.582116983811661
2023,3279,3211,0.496344565777499
2023,3280,3166,0.35371121115915866
2023,3323,3381,0.9588287743228033
2023,3343,3301,0.39732587697349125
2023,3355,3425,0.5840693934261921
2023,3376,3313,0.951222826760619
2023,3378,3266,0.6153835759790031
2023,3390,3357,0.951222826760619
2023,3428,3205,0.9173791854685917
2023,3439,3151,0.9687901486509292
2023,3124,3104,0.5039144558932322
2023,3160,3292,0.6248084625069484
2023,3163,3436,0.975
2023,3181,3233,0.9208159382219915
2023,3195,3450,0.47518136785553944
2023,3231,3399,0.964475545027216
2023,3257,3179,0.6596609447982238
2023,3274,3329,0.449956536146688
2023,3314,3385,0.584735855278643
2023,3326,3241,0.9592770119382704
2023,3328,3339,0.7681291110210958
2023,3397,3387,0.9628925508730145
2023,3400,3187,0.9412707354285396
2023,3405,3235,0.2980776462796559
2023,3417,3170,0.835578508818279
2023,3437,3156,0.832547039452678
2023,3234,3208,0.8491922757760517
2023,3261,3276,0.9160451909760376
2023,3268,3112,0.6536361523383357
